entity:taxon_id	actual_taxa	cholgen	read1	read2	run	te	vibecheck_reads_classification_notes	vibecheck_reads_confidence	vibecheck_reads_lineage
VB0082	Africa|MWI|SRS17567756|T15|2022-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/abb5252d-9e88-432c-8060-a98f1e53aa19/call-fastq_dl_sra/SRR24446292_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/abb5252d-9e88-432c-8060-a98f1e53aa19/call-fastq_dl_sra/SRR24446292_2.fastq.gz	SRR24446292	T15	Freyja results: T15(100.0%)	1	T15
VB0083	Asia|THA|ERR576970|UNK|1990-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/5b7d9e16-4f47-4c6c-b185-14f425e6085c/call-fastq_dl_sra/ERR576970_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/5b7d9e16-4f47-4c6c-b185-14f425e6085c/call-fastq_dl_sra/ERR576970_2.fastq.gz	ERR576970	UNK	Freyja results: T5(100.0%)	1	T5
VB0084	Asia|CHN|ERR576976|UNK|1998-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/1875ae1b-aa45-4630-9ce8-8a41ddc619c1/call-fastq_dl_sra/ERR576976_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/1875ae1b-aa45-4630-9ce8-8a41ddc619c1/call-fastq_dl_sra/ERR576976_2.fastq.gz	ERR576976	UNK	Freyja results: T7(100.0%)	1	T7
VB0085	Asia|CHN|ERR576977|UNK|1993-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/47184812-e244-4705-968e-156dc129378e/call-fastq_dl_sra/ERR576977_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/47184812-e244-4705-968e-156dc129378e/call-fastq_dl_sra/ERR576977_2.fastq.gz	ERR576977	UNK	Freyja results: T7(100.0%)	1	T7
VB0086	Asia|IDN|ERR576981|UNK|1961-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/ebee1fb5-fff3-4ca9-b7d2-c7d1bfe84ba4/call-fastq_dl_sra/ERR576981_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/ebee1fb5-fff3-4ca9-b7d2-c7d1bfe84ba4/call-fastq_dl_sra/ERR576981_2.fastq.gz	ERR576981	UNK	Freyja results: T1(100.0%)	1	T1
VB0087	Asia|IDN|ERR576982|UNK|1961-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/5ab87381-fcf4-4830-90f9-a1451f9baa12/call-fastq_dl_sra/ERR576982_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/5ab87381-fcf4-4830-90f9-a1451f9baa12/call-fastq_dl_sra/ERR576982_2.fastq.gz	ERR576982	UNK	Freyja results: T1(100.0%)	1	T1
VB0088	Asia|CHN|ERR579051|UNK|1973-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/d25dcad7-ba20-43dd-8a2a-14e54852fc16/call-fastq_dl_sra/ERR579051_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/d25dcad7-ba20-43dd-8a2a-14e54852fc16/call-fastq_dl_sra/ERR579051_2.fastq.gz	ERR579051	UNK	Freyja results: T1(100.0%)	1	T1
VB0089	Asia|CHN|ERR579058|UNK|1961-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/f21da22f-f41b-4251-a17e-8342405e1938/call-fastq_dl_sra/ERR579058_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/f21da22f-f41b-4251-a17e-8342405e1938/call-fastq_dl_sra/ERR579058_2.fastq.gz	ERR579058	UNK	Freyja results: T1(100.0%)	1	T1
VB0090	Asia|CHN|ERR579075|UNK|2008-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/0c3119f3-6360-4905-a76f-ead953c4aea9/call-fastq_dl_sra/ERR579075_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/0c3119f3-6360-4905-a76f-ead953c4aea9/call-fastq_dl_sra/ERR579075_2.fastq.gz	ERR579075	UNK	Freyja results: T9(100.0%)	1	T9
VB0091	Asia|CHN|ERR579083|UNK|1979-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/3405dec6-fed5-49e9-8d62-d0d9f32d727c/call-fastq_dl_sra/ERR579083_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/3405dec6-fed5-49e9-8d62-d0d9f32d727c/call-fastq_dl_sra/ERR579083_2.fastq.gz	ERR579083	UNK	Freyja results: T5(100.0%)	1	T5
VB0092	Asia|CHN|ERR579088|UNK|1984-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/e0869e04-50d0-4c34-92a7-74237a9ee820/call-fastq_dl_sra/ERR579088_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/e0869e04-50d0-4c34-92a7-74237a9ee820/call-fastq_dl_sra/ERR579088_2.fastq.gz	ERR579088	UNK	Freyja results: T5(100.0%)	1	T5
VB0093	Asia|CHN|ERR579089|UNK|2005-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/b198bc8b-3587-4ee6-9f88-64c0a5234612/call-fastq_dl_sra/ERR579089_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/b198bc8b-3587-4ee6-9f88-64c0a5234612/call-fastq_dl_sra/ERR579089_2.fastq.gz	ERR579089	UNK	Freyja results: T12(100.0%)	1	T12
VB0094	America|BOL|ERR976496|T2|1992-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/52b57c92-c81a-47a4-ae18-363513e74ca4/call-fastq_dl_sra/ERR976496_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/52b57c92-c81a-47a4-ae18-363513e74ca4/call-fastq_dl_sra/ERR976496_2.fastq.gz	ERR976496	T2	Freyja results: T2(100.0%)	1	T2
VB0095	America|MEX|ERR108517|UNK|1999-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/33ef2c93-1cfd-4a58-bc48-e3dcda95924e/call-fastq_dl_sra/ERR108517_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/33ef2c93-1cfd-4a58-bc48-e3dcda95924e/call-fastq_dl_sra/ERR108517_2.fastq.gz	ERR108517	UNK	Freyja results: T7(100.0%)	1	T7
VB0096	America|MEX|ERR108518|UNK|1999-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/5afa938a-1112-48f3-9584-e7f3e95ed381/call-fastq_dl_sra/ERR108518_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/5afa938a-1112-48f3-9584-e7f3e95ed381/call-fastq_dl_sra/ERR108518_2.fastq.gz	ERR108518	UNK	Freyja results: T7(100.0%)	1	T7
VB0097	Africa|CMR|SRS7416467|T12|2018-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/2755085c-7a30-4ec8-88bb-056765072102/call-fastq_dl_sra/SRR12699755_1.fastq.gz		SRR12699755	T12			
VB0098	Africa|CMR|SRS7416458|T12|2019-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/e438d145-6fe4-46f0-bbea-c3921cb893c0/call-fastq_dl_sra/attempt-2/SRR12699764_1.fastq.gz		SRR12699764	T12			
VB0099	Africa|NER|SRS7416463|T12|2018-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/07403b20-5906-4c94-9f35-af7eea836361/call-fastq_dl_sra/SRR12699759_1.fastq.gz		SRR12699759	T12			
VB0100	Africa|NER|SRS7416464|T12|2016-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/c13ad12c-9332-459d-84af-afa62570b214/call-fastq_dl_sra/SRR12699758_1.fastq.gz		SRR12699758	T12			
VB0101	Africa|NER|SRS7416466|T12|2018-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/ea034659-b6c0-4765-a047-3e9e6eaae6ee/call-fastq_dl_sra/SRR12699756_1.fastq.gz		SRR12699756	T12			
VB0102	Africa|NER|SRS7416468|T12|2018-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/933687e4-d72a-4ddb-88ac-0e15e199e681/call-fastq_dl_sra/SRR12699754_1.fastq.gz		SRR12699754	T12			
VB0103	Africa|NER|SRS7416469|T12|2018-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/2cc64b68-aff7-477c-8665-ccb7cac923a5/call-fastq_dl_sra/SRR12699753_1.fastq.gz		SRR12699753	T12			
VB0104	Africa|NGA|SRS7416494|T12|2018-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/d7030a2a-fc81-4be6-8060-b70ed4a3ebcd/call-fastq_dl_sra/attempt-2/SRR12699728_1.fastq.gz		SRR12699728	T12			
VB0105	Asia|LBN|ERR11867519|T15|2022-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/d623c11f-f4a9-4798-b609-e1bef3707489/call-fastq_dl_sra/ERR11867519_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/d623c11f-f4a9-4798-b609-e1bef3707489/call-fastq_dl_sra/ERR11867519_2.fastq.gz	ERR11867519	T15	Freyja results: T15(100.0%)	1	T15
VB0106	Asia|LBN|ERR11867521|T15|2022-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/32db54d0-0c8d-46b6-9f12-4a9329a7b724/call-fastq_dl_sra/ERR11867521_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/32db54d0-0c8d-46b6-9f12-4a9329a7b724/call-fastq_dl_sra/ERR11867521_2.fastq.gz	ERR11867521	T15	Freyja results: T15(100.0%)	1	T15
VB0107	Asia|LBN|ERR11867522|T15|2022-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/aea23b5f-4d1b-4731-b65a-e00f84567123/call-fastq_dl_sra/ERR11867522_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/aea23b5f-4d1b-4731-b65a-e00f84567123/call-fastq_dl_sra/ERR11867522_2.fastq.gz	ERR11867522	T15	Freyja results: T15(100.0%)	1	T15
VB0108	Asia|LBN|ERR11876328|T15|2022-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/b425409e-d249-42cc-8bf7-702140513ff4/call-fastq_dl_sra/ERR11876328_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/b425409e-d249-42cc-8bf7-702140513ff4/call-fastq_dl_sra/ERR11876328_2.fastq.gz	ERR11876328	T15	Freyja results: T15(100.0%)	1	T15
VB0109	Asia|LBN|ERR11876329|T13|2022-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/88831194-4eb8-46b5-9702-8686e964f2e0/call-fastq_dl_sra/ERR11876329_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/88831194-4eb8-46b5-9702-8686e964f2e0/call-fastq_dl_sra/ERR11876329_2.fastq.gz	ERR11876329	T13	Freyja results: T13(100.0%)	1	T13
VB0110	Asia|LBN|ERR11876337|T15|2022-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/2ee8eeb7-89cd-4f73-b160-9bbb65df3210/call-fastq_dl_sra/ERR11876337_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/2ee8eeb7-89cd-4f73-b160-9bbb65df3210/call-fastq_dl_sra/ERR11876337_2.fastq.gz	ERR11876337	T15	Freyja results: T15(100.0%)	1	T15
VB0111	Asia|NPL|SRR308708|UNK|2010-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/9727a1e2-2749-4e56-91cd-4c261f2d45a0/call-fastq_dl_sra/SRR308708_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/9727a1e2-2749-4e56-91cd-4c261f2d45a0/call-fastq_dl_sra/SRR308708_2.fastq.gz	SRR308708	UNK	Freyja results: T9(100.0%)	1	T9
VB0112	Asia|NPL|SRR308709|UNK|2010-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/90a57548-3274-4cdd-a87b-49e4e6da19c0/call-fastq_dl_sra/SRR308709_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/90a57548-3274-4cdd-a87b-49e4e6da19c0/call-fastq_dl_sra/SRR308709_2.fastq.gz	SRR308709	UNK	Freyja results: T9(100.0%)	1	T9
VB0113	Asia|NPL|SRR308722|UNK|2010-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/35405078-b604-4c1b-bdc3-9b59103c78ea/call-fastq_dl_sra/SRR308722_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/35405078-b604-4c1b-bdc3-9b59103c78ea/call-fastq_dl_sra/SRR308722_2.fastq.gz	SRR308722	UNK	Freyja results: T12(100.0%)	1	T12
VB0114	Asia|NPL|SRR308725|UNK|2010-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/051d8dfe-1f30-49d3-8f74-75600aa8c735/call-fastq_dl_sra/SRR308725_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/051d8dfe-1f30-49d3-8f74-75600aa8c735/call-fastq_dl_sra/SRR308725_2.fastq.gz	SRR308725	UNK	Freyja results: T9(100.0%)	1	T9
VB0115	Africa|TZA|ERS3035913|T13|2017-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/619ec12a-10f4-465c-be93-656d841c9226/call-fastq_dl_sra/ERR3077564_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/619ec12a-10f4-465c-be93-656d841c9226/call-fastq_dl_sra/ERR3077564_2.fastq.gz	ERR3077564	T13	Freyja results: T13(100.0%)	1	T13
VB0116	Africa|TZA|ERS3035914|T10|2017-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/e42a5c26-6ed8-4cf9-b680-7e75eaf40960/call-fastq_dl_sra/ERR3077565_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/e42a5c26-6ed8-4cf9-b680-7e75eaf40960/call-fastq_dl_sra/ERR3077565_2.fastq.gz	ERR3077565	T10	Freyja results: T10(100.0%)	1	T10
VB0117	Africa|TZA|ERS3013717|T13|2017-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/ef8ad9af-24c3-42d6-b429-74c48c1ed760/call-fastq_dl_sra/ERR3039960_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/ef8ad9af-24c3-42d6-b429-74c48c1ed760/call-fastq_dl_sra/ERR3039960_2.fastq.gz	ERR3039960	T13	Freyja results: T13(100.0%)	1	T13
VB0118	Africa|COD|ERR3269000|T10|2015-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/a1e143b3-b43d-4762-b2e8-3d1c8ddcaf0b/call-fastq_dl_sra/ERR3269000_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/a1e143b3-b43d-4762-b2e8-3d1c8ddcaf0b/call-fastq_dl_sra/ERR3269000_2.fastq.gz	ERR3269000	T10	Freyja results: T10(100.0%)	1	T10
VB0119	Africa|COD|ERR3269001|T10|2015-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/13bb9a1e-6346-4626-b525-99422a9f7181/call-fastq_dl_sra/ERR3269001_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/13bb9a1e-6346-4626-b525-99422a9f7181/call-fastq_dl_sra/ERR3269001_2.fastq.gz	ERR3269001	T10	Freyja results: T10(100.0%)	1	T10
VB0120	Africa|COD|ERR3269010|T10|2015-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/0ab94400-5940-4c29-8d0f-053a3be533ca/call-fastq_dl_sra/ERR3269010_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/0ab94400-5940-4c29-8d0f-053a3be533ca/call-fastq_dl_sra/ERR3269010_2.fastq.gz	ERR3269010	T10	Freyja results: T10(100.0%)	1	T10
VB0121	Africa|COD|ERR3269015|T10|2016-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/9c38876a-fc3d-4e1d-9460-612494111536/call-fastq_dl_sra/ERR3269015_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/9c38876a-fc3d-4e1d-9460-612494111536/call-fastq_dl_sra/ERR3269015_2.fastq.gz	ERR3269015	T10	Freyja results: T10(100.0%)	1	T10
VB0122	Africa|COD|ERR3269017|T10|2016-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/6627198c-84ec-4c7f-8094-239914b77360/call-fastq_dl_sra/ERR3269017_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/6627198c-84ec-4c7f-8094-239914b77360/call-fastq_dl_sra/ERR3269017_2.fastq.gz	ERR3269017	T10	Freyja results: T10(100.0%)	1	T10
VB0123	Africa|TZA|ERS2318705|T10|2012-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/66f2dffd-2140-405e-a166-5992a3a9f1da/call-fastq_dl_sra/ERR2442252_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/66f2dffd-2140-405e-a166-5992a3a9f1da/call-fastq_dl_sra/ERR2442252_2.fastq.gz	ERR2442252	T10	Freyja results: T10(100.0%)	1	T10
VB0124	Africa|TZA|ERS2318718|T10|2015-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/a566dffe-336d-444d-bf28-a9c12e6ff50b/call-fastq_dl_sra/ERR2442221_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/a566dffe-336d-444d-bf28-a9c12e6ff50b/call-fastq_dl_sra/ERR2442221_2.fastq.gz	ERR2442221	T10	Freyja results: T10(100.0%)	1	T10
VB0125	Africa|ZAF|SRR774784|T11|2009-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/ded12b87-1fec-4133-a6c4-775e0393035d/call-fastq_dl_sra/SRR774784_1.fastq.gz		SRR774784	T11			
VB0126	Africa|ZWE|SRR227311|T11|2009-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/9b4b98c9-206a-4493-b750-7a6ba9209770/call-fastq_dl_sra/SRR227311_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/9b4b98c9-206a-4493-b750-7a6ba9209770/call-fastq_dl_sra/SRR227311_2.fastq.gz	SRR227311	T11	Freyja results: T11(100.0%)	1	T11
VB0127	Africa|KEN|ERR037738|T10|2010-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/0bd11eda-b4a8-4c47-b8c4-473cde9fbb62/call-fastq_dl_sra/ERR037738_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/0bd11eda-b4a8-4c47-b8c4-473cde9fbb62/call-fastq_dl_sra/ERR037738_2.fastq.gz	ERR037738	T10	Freyja results: T10(100.0%)	1	T10
VB0128	Africa|KEN|ERR117480|T10|2009-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/1e7b077e-249f-419a-9aa7-b9c7f1e80f39/call-fastq_dl_sra/ERR117480_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/1e7b077e-249f-419a-9aa7-b9c7f1e80f39/call-fastq_dl_sra/ERR117480_2.fastq.gz	ERR117480	T10	Freyja results: T10(100.0%)	1	T10
